uid,file_name,x0,y0,x1,y1,family,genus,species
12296,A000067_L.avi.6209.png,1236,279,1404,391,Labridae,Pseudojuloides,severnsi
12297,A000067_R.avi.6438.png,919,207,1052,296,Labridae,Pseudojuloides,severnsi
12298,A000067_L.avi.6209.png,733,694,915,816,Labridae,Pseudojuloides,severnsi
12299,A000067_R.avi.6438.png,610,628,760,728,Labridae,Pseudojuloides,severnsi
12300,A000067_L.avi.6209.png,529,689,671,783,Labridae,Pseudojuloides,severnsi
12301,A000067_R.avi.6438.png,469,613,599,700,Labridae,Pseudojuloides,severnsi
12302,A000067_L.avi.6209.png,1094,551,1239,648,Labridae,Pseudojuloides,severnsi
12303,A000067_R.avi.6438.png,756,483,891,573,Labridae,Pseudojuloides,severnsi
12304,A000067_L.avi.6248.png,1392,418,1528,508,Labridae,Pseudojuloides,severnsi
12305,A000067_R.avi.6477.png,1009,311,1194,434,Labridae,Pseudojuloides,severnsi
12306,A000067_L.avi.6248.png,1608,459,1720,577,Labridae,Pseudojuloides,severnsi
12307,A000067_R.avi.6477.png,1322,346,1364,494,Labridae,Pseudojuloides,severnsi
12308,A000067_L.avi.6248.png,119,644,280,751,Labridae,Pseudojuloides,severnsi
12309,A000067_R.avi.6477.png,330,570,475,666,Labridae,Pseudojuloides,severnsi
12310,A000067_L.avi.6248.png,172,679,305,768,Labridae,Pseudojuloides,severnsi
12311,A000067_R.avi.6477.png,381,599,492,673,Labridae,Pseudojuloides,severnsi
12312,A000067_L.avi.6248.png,288,891,461,1006,Labridae,Pseudojuloides,severnsi
12313,A000067_R.avi.6477.png,79,775,236,880,Labridae,Pseudojuloides,severnsi
12314,A000067_L.avi.6248.png,582,768,729,866,Labridae,Pseudojuloides,severnsi
12315,A000067_R.avi.6477.png,570,685,702,773,Labridae,Pseudojuloides,severnsi
12316,A000067_L.avi.6288.png,919,674,1057,766,Labridae,Pseudojuloides,severnsi
12317,A000067_R.avi.6517.png,741,603,868,688,Labridae,Pseudojuloides,severnsi
12318,A000067_L.avi.6288.png,807,465,973,575,Labridae,Pseudojuloides,severnsi
12319,A000067_R.avi.6517.png,507,396,669,504,Labridae,Pseudojuloides,severnsi
12320,A000067_L.avi.6288.png,1418,776,1579,883,Labridae,Pseudojuloides,severnsi
12321,A000067_R.avi.6517.png,1243,728,1382,821,Labridae,Pseudojuloides,severnsi
12322,A000067_L.avi.6288.png,1610,678,1738,764,Labridae,Pseudojuloides,severnsi
12323,A000067_R.avi.6517.png,1591,600,1763,715,Labridae,Pseudojuloides,severnsi
12324,A000067_L.avi.6288.png,1668,778,1810,873,Labridae,Pseudojuloides,severnsi
12325,A000067_R.avi.6517.png,1735,742,1870,832,Labridae,Pseudojuloides,severnsi
12326,A000067_L.avi.6288.png,1469,455,1604,605,Labridae,Pseudojuloides,severnsi
12327,A000067_R.avi.6517.png,921,369,993,533,Labridae,Pseudojuloides,severnsi
12328,A000067_L.avi.6288.png,473,637,614,731,Labridae,Pseudojuloides,severnsi
12329,A000067_R.avi.6517.png,448,568,560,642,Labridae,Pseudojuloides,severnsi
12330,A000067_L.avi.6288.png,767,716,876,788,Labridae,Pseudojuloides,severnsi
12331,A000067_R.avi.6517.png,648,641,746,707,Labridae,Pseudojuloides,severnsi
12332,A000067_L.avi.6288.png,1827,850,1931,965,Labridae,Pseudojuloides,severnsi
12333,A000067_R.avi.6517.png,1658,820,1754,959,Labridae,Pseudojuloides,severnsi
12335,A000067_R.avi.6759.png,287,188,420,277,Acanthuridae,Naso,thynnoides
12336,A000067_L.avi.6575.png,280,219,432,320,Acanthuridae,Naso,thynnoides
12337,A000067_R.avi.6804.png,408,207,529,287,Acanthuridae,Naso,thynnoides
12338,A000067_L.avi.6575.png,532,247,666,336,Acanthuridae,Naso,thynnoides
12339,A000067_R.avi.6804.png,553,208,677,290,Acanthuridae,Naso,thynnoides
12340,A000067_L.avi.6575.png,483,163,614,251,Acanthuridae,Naso,thynnoides
12341,A000067_R.avi.6804.png,647,132,752,202,Acanthuridae,Naso,thynnoides
12342,A000067_L.avi.6597.png,234,245,375,340,Acanthuridae,Naso,thynnoides
12343,A000067_R.avi.6826.png,347,227,468,308,Acanthuridae,Naso,thynnoides
12344,A000067_L.avi.6597.png,470,173,603,261,Acanthuridae,Naso,thynnoides
12345,A000067_R.avi.6826.png,537,147,656,226,Acanthuridae,Naso,thynnoides
12346,A000067_L.avi.6627.png,664,231,780,309,Acanthuridae,Naso,thynnoides
12347,A000067_R.avi.6856.png,791,174,914,257,Acanthuridae,Naso,thynnoides
12404,A000067_L.avi.13975.png,344,696,489,793,Mullidae,Parupeneus,multifasciatus
12405,A000067_R.avi.14204.png,113,605,265,706,Mullidae,Parupeneus,multifasciatus
12406,A000067_L.avi.16377.png,1344,908,1492,1007,Labridae,Halichoeres,zeylonicus
12408,A000067_L.avi.16438.png,174,595,355,716,Labridae,Halichoeres,zeylonicus
12409,A000067_R.avi.16667.png,404,521,567,630,Labridae,Halichoeres,zeylonicus
12410,A000067_L.avi.16442.png,1563,979,1719,1083,Labridae,Halichoeres,zeylonicus
12411,A000067_R.avi.16671.png,1310,943,1484,1059,Labridae,Halichoeres,zeylonicus
12412,A000067_L.avi.16501.png,667,659,828,766,Labridae,Halichoeres,zeylonicus
12413,A000067_R.avi.16730.png,674,577,843,689,Labridae,Halichoeres,zeylonicus
12414,A000067_L.avi.16504.png,425,747,620,877,Labridae,Halichoeres,zeylonicus
12415,A000067_R.avi.16733.png,257,665,416,771,Labridae,Halichoeres,zeylonicus
12418,A000067_L.avi.16612.png,1452,835,1628,953,Labridae,Halichoeres,zeylonicus
12419,A000067_R.avi.16841.png,1363,785,1547,908,Labridae,Halichoeres,zeylonicus
12424,A000067_L.avi.31942.png,256,329,724,641,Carangidae,Carangoides,fulvoguttatus
12425,A000067_R.avi.32171.png,664,284,1079,561,Carangidae,Carangoides,fulvoguttatus
12426,A000067_L.avi.31942.png,820,411,1223,680,Carangidae,Carangoides,fulvoguttatus
12427,A000067_R.avi.32171.png,1124,318,1572,617,Carangidae,Carangoides,fulvoguttatus
12428,A000067_L.avi.60327.png,845,435,1125,622,Carangidae,Carangoides,gymnostethus
12430,A000067_L.avi.60374.png,679,610,1053,859,Carangidae,Carangoides,gymnostethus
12431,A000067_R.avi.60603.png,874,522,1277,791,Carangidae,Carangoides,gymnostethus
12432,A000067_L.avi.60389.png,938,378,1277,603,Carangidae,Carangoides,gymnostethus
12433,A000067_R.avi.60618.png,1262,313,1531,492,Carangidae,Carangoides,gymnostethus
12434,A000067_L.avi.60403.png,910,540,1516,944,Carangidae,Carangoides,gymnostethus
12435,A000067_R.avi.60632.png,724,494,1262,853,Carangidae,Carangoides,gymnostethus
12436,A000067_L.avi.60427.png,508,541,1136,960,Carangidae,Carangoides,gymnostethus
12437,A000067_R.avi.60656.png,162,458,824,900,Carangidae,Carangoides,gymnostethus
12438,A000067_L.avi.60439.png,315,398,619,600,Carangidae,Carangoides,gymnostethus
12441,A000067_R.avi.60694.png,713,561,1167,865,Carangidae,Carangoides,gymnostethus
12442,A000067_L.avi.60489.png,1062,341,1758,805,Carangidae,Carangoides,gymnostethus
12443,A000067_R.avi.60718.png,888,304,1484,702,Carangidae,Carangoides,gymnostethus
12444,A000067_L.avi.60489.png,376,269,706,489,Carangidae,Carangoides,gymnostethus
12445,A000067_R.avi.60718.png,623,207,976,442,Carangidae,Carangoides,gymnostethus
12446,A000067_L.avi.60525.png,875,286,1682,824,Carangidae,Carangoides,gymnostethus
12447,A000067_R.avi.60754.png,542,286,1130,678,Carangidae,Carangoides,gymnostethus
12448,A000067_L.avi.60531.png,375,109,926,476,Carangidae,Carangoides,gymnostethus
12449,A000067_R.avi.60760.png,532,79,998,389,Carangidae,Carangoides,gymnostethus
12450,A000067_L.avi.60592.png,781,336,1091,543,Carangidae,Carangoides,gymnostethus
12451,A000067_R.avi.60821.png,965,236,1345,490,Carangidae,Carangoides,gymnostethus
12453,A000067_R.avi.60825.png,1350,677,1821,991,Carangidae,Carangoides,gymnostethus
12454,A000067_L.avi.60618.png,1256,468,1756,802,Carangidae,Carangoides,gymnostethus
12456,A000067_L.avi.62315.png,833,68,1117,257,Balistidae,Abalistes,stellatus
12457,A000067_R.avi.62544.png,1179,0,1506,167,Balistidae,Abalistes,stellatus
12458,A000067_L.avi.62315.png,123,79,361,238,Balistidae,Abalistes,stellatus
12459,A000067_R.avi.62544.png,713,61,931,206,Balistidae,Abalistes,stellatus
12460,A000067_L.avi.62372.png,454,190,687,346,Balistidae,Abalistes,stellatus
12461,A000067_R.avi.62601.png,986,126,1221,282,Balistidae,Abalistes,stellatus
12462,A000067_L.avi.62524.png,944,69,1635,530,Balistidae,Abalistes,stellatus
12463,A000067_R.avi.62753.png,640,31,1206,408,Balistidae,Abalistes,stellatus
12464,A000067_L.avi.5285.png,1383,859,1539,963,Mullidae,Parupeneus,heptacanthus
12465,A000067_R.avi.5514.png,1454,817,1607,919,Mullidae,Parupeneus,heptacanthus
12467,A000067_R.avi.5967.png,903,636,1006,704,Labridae,Oxycheilinus,bimaculatus
12468,A000067_L.avi.6150.png,580,570,708,655,Labridae,Pseudojuloides,severnsi
12469,A000067_R.avi.6379.png,709,497,844,587,Labridae,Pseudojuloides,severnsi
12470,A000067_L.avi.6150.png,1583,635,1746,744,Labridae,Pseudojuloides,severnsi
12471,A000067_R.avi.6379.png,1254,563,1416,671,Labridae,Pseudojuloides,severnsi
12472,A000067_L.avi.6209.png,1468,320,1553,434,Labridae,Pseudojuloides,severnsi
12473,A000067_R.avi.6438.png,1149,226,1279,320,Labridae,Pseudojuloides,severnsi
12474,A000067_L.avi.6209.png,1817,622,1885,769,Labridae,Pseudojuloides,severnsi
12475,A000067_R.avi.6438.png,1558,548,1606,690,Labridae,Pseudojuloides,severnsi
12476,A000067_L.avi.6214.png,916,518,1047,605,Labridae,Pseudojuloides,severnsi
12477,A000067_R.avi.6443.png,714,440,851,531,Labridae,Pseudojuloides,severnsi
12478,A000067_L.avi.6248.png,1410,176,1539,262,Labridae,Pseudojuloides,severnsi
12479,A000067_R.avi.6477.png,1208,50,1285,139,Labridae,Pseudojuloides,severnsi
12480,A000067_L.avi.6248.png,1397,232,1525,320,Labridae,Pseudojuloides,severnsi
12481,A000067_R.avi.6477.png,1207,100,1314,212,Labridae,Pseudojuloides,severnsi
12482,A000067_L.avi.6248.png,1475,284,1652,402,Labridae,Pseudojuloides,severnsi
12483,A000067_R.avi.6477.png,970,188,1110,293,Labridae,Pseudojuloides,severnsi
12484,A000067_L.avi.6248.png,1669,645,1828,751,Labridae,Pseudojuloides,severnsi
12485,A000067_R.avi.6477.png,1713,568,1899,692,Labridae,Pseudojuloides,severnsi
12486,A000067_L.avi.6288.png,465,598,600,688,Labridae,Pseudojuloides,severnsi
12487,A000067_R.avi.6517.png,496,525,640,621,Labridae,Pseudojuloides,severnsi
12488,A000067_L.avi.6288.png,465,613,607,708,Labridae,Pseudojuloides,severnsi
12489,A000067_R.avi.6517.png,676,547,791,624,Labridae,Pseudojuloides,severnsi
12490,A000067_L.avi.6597.png,451,263,571,342,Acanthuridae,Naso,thynnoides
12491,A000067_R.avi.6826.png,607,224,719,299,Acanthuridae,Naso,thynnoides
12492,A000067_L.avi.6597.png,794,239,946,341,Acanthuridae,Naso,thynnoides
12493,A000067_R.avi.6826.png,632,194,759,279,Acanthuridae,Naso,thynnoides
12516,A000067_L.avi.4496.png,756,750,844,808,Labridae,Cirrhilabrus,temminckii
12517,A000067_R.avi.4725.png,934,673,1014,726,Labridae,Cirrhilabrus,temminckii
12521,A000067_R.avi.5879.png,23,669,163,762,Labridae,Oxycheilinus,bimaculatus
12522,A000067_L.avi.6248.png,1640,750,1746,820,Labridae,Pseudojuloides,severnsi
12523,A000067_R.avi.6477.png,1635,691,1764,777,Labridae,Pseudojuloides,severnsi
12532,A000067_L.avi.60453.png,1021,566,1532,907,Carangidae,Carangoides,gymnostethus
12534,A000067_L.avi.60479.png,1178,738,1900,1220,Carangidae,Carangoides,gymnostethus
12535,A000067_R.avi.60708.png,37,583,1020,1238,Carangidae,Carangoides,gymnostethus
12536,A000067_L.avi.60468.png,646,168,1643,833,Carangidae,Carangoides,gymnostethus
12537,A000067_R.avi.60697.png,75,152,907,707,Carangidae,Carangoides,gymnostethus
12538,A000067_L.avi.60542.png,1268,562,1697,848,Carangidae,Carangoides,gymnostethus
12539,A000067_R.avi.60771.png,1468,483,1916,781,Carangidae,Carangoides,gymnostethus
12540,A000067_L.avi.60592.png,1170,538,1677,876,Carangidae,Carangoides,gymnostethus
12541,A000067_R.avi.60821.png,1264,449,1827,824,Carangidae,Carangoides,gymnostethus
12543,A000067_R.avi.62777.png,462,294,843,575,Balistidae,Abalistes,stellatus
12544,A000067_L.avi.60542.png,669,478,1018,711,Carangidae,Carangoides,gymnostethus
12545,A000067_R.avi.60771.png,867,382,1271,652,Carangidae,Carangoides,gymnostethus
12546,A000067_L.avi.94203.png,343,459,880,817,Lutjanidae,Symphorus,nematophorus
12547,A000068_L.avi.8683.png,203,1013,326,1095,Mullidae,Parupeneus,barberinoides
12548,A000068_R.avi.8210.png,486,877,611,960,Mullidae,Parupeneus,barberinoides
12552,A000068_R.avi.9814.png,463,813,677,956,Chaetodontidae,Heniochus,acuminatus
12553,A000068_L.avi.10386.png,153,809,395,970,Chaetodontidae,Heniochus,acuminatus
12554,A000068_R.avi.9913.png,533,716,764,870,Chaetodontidae,Heniochus,acuminatus
12555,A000068_L.avi.12009.png,1254,1013,1360,1084,Acanthuridae,Ctenochaetus,striatus
12556,A000068_R.avi.11536.png,1712,993,1836,1076,Acanthuridae,Ctenochaetus,striatus
12557,A000068_L.avi.12630.png,238,777,379,871,Scaridae,Chlorurus,capistratoides
12561,A000068_L.avi.12675.png,463,772,624,879,Scaridae,Chlorurus,capistratoides
12562,A000068_R.avi.12202.png,931,695,1075,792,Scaridae,Chlorurus,capistratoides
12563,A000068_L.avi.12689.png,89,593,240,693,Scaridae,Chlorurus,capistratoides
12564,A000068_R.avi.12216.png,678,528,799,608,Scaridae,Chlorurus,capistratoides
12565,A000068_L.avi.12704.png,466,673,617,773,Scaridae,Chlorurus,capistratoides
12567,A000068_L.avi.12727.png,691,792,830,884,Scaridae,Chlorurus,capistratoides
12568,A000068_R.avi.12254.png,1148,717,1296,816,Scaridae,Chlorurus,capistratoides
12569,A000068_L.avi.12758.png,193,740,348,843,Scaridae,Chlorurus,capistratoides
12570,A000068_R.avi.12285.png,699,653,851,754,Scaridae,Chlorurus,capistratoides
12571,A000068_L.avi.12784.png,873,850,1026,952,Scaridae,Chlorurus,capistratoides
12572,A000068_R.avi.12311.png,1367,786,1527,893,Scaridae,Chlorurus,capistratoides
12573,A000068_L.avi.12831.png,927,892,1073,989,Scaridae,Chlorurus,capistratoides
12575,A000068_L.avi.15704.png,444,997,595,1098,Labridae,Labroides,dimidiatus
12578,A000068_R.avi.15233.png,508,857,625,935,Labridae,Labroides,dimidiatus
12580,A000068_R.avi.15233.png,336,854,442,924,Labridae,Labroides,dimidiatus
12581,A000068_L.avi.16898.png,534,958,621,1016,Pomacanthidae,Centropyge,tibicen
12584,A000068_R.avi.18598.png,1046,781,1153,853,Labridae,Pseudojuloides,severnsi
12585,A000068_L.avi.19667.png,558,345,682,427,Labridae,Cirrhilabrus,temminckii
12587,A000068_L.avi.19667.png,1084,176,1197,251,Labridae,Cirrhilabrus,temminckii
12589,A000068_L.avi.19667.png,826,107,933,178,Labridae,Cirrhilabrus,temminckii
12591,A000068_L.avi.19667.png,567,206,668,273,Labridae,Cirrhilabrus,temminckii
12593,A000068_L.avi.19701.png,696,698,855,803,Labridae,Cirrhilabrus,randalli
12594,A000068_R.avi.19228.png,236,629,378,724,Labridae,Cirrhilabrus,randalli
12596,A000068_R.avi.19229.png,767,449,903,539,Labridae,Cirrhilabrus,randalli
12597,A000068_L.avi.19703.png,301,966,424,1048,Labridae,Cirrhilabrus,randalli
12599,A000068_L.avi.19708.png,340,167,426,301,Labridae,Cirrhilabrus,randalli
12600,A000068_R.avi.19235.png,24,185,115,294,Labridae,Cirrhilabrus,randalli
12601,A000068_L.avi.19714.png,1182,245,1286,356,Labridae,Cirrhilabrus,temminckii
12603,A000068_L.avi.19714.png,576,87,641,237,Labridae,Cirrhilabrus,temminckii
12605,A000068_L.avi.19714.png,1414,591,1506,720,Labridae,Cirrhilabrus,temminckii
12607,A000068_L.avi.19714.png,868,327,956,429,Labridae,Cirrhilabrus,temminckii
12609,A000068_L.avi.19714.png,1626,616,1780,719,Labridae,Cirrhilabrus,temminckii
12611,A000068_L.avi.19783.png,1551,538,1639,611,Labridae,Cirrhilabrus,temminckii
12612,A000068_R.avi.19310.png,1505,445,1632,530,Labridae,Cirrhilabrus,temminckii
12613,A000068_L.avi.19783.png,1458,459,1527,555,Labridae,Cirrhilabrus,temminckii
12614,A000068_R.avi.19310.png,1367,368,1463,464,Labridae,Cirrhilabrus,temminckii
12615,A000068_L.avi.19860.png,1072,447,1185,523,Labridae,Cirrhilabrus,temminckii
12616,A000068_R.avi.19387.png,952,373,1064,447,Labridae,Cirrhilabrus,temminckii
12617,A000068_L.avi.19860.png,1047,344,1148,411,Labridae,Cirrhilabrus,temminckii
12618,A000068_R.avi.19387.png,1221,250,1335,326,Labridae,Cirrhilabrus,temminckii
12619,A000068_L.avi.19917.png,1323,290,1431,362,Labridae,Cirrhilabrus,temminckii
12620,A000068_R.avi.19444.png,1609,157,1742,245,Labridae,Cirrhilabrus,temminckii
12621,A000068_L.avi.19920.png,907,429,1060,531,Labridae,Cirrhilabrus,temminckii
12622,A000068_R.avi.19447.png,596,369,739,465,Labridae,Cirrhilabrus,temminckii
12623,A000068_L.avi.19920.png,1505,348,1630,431,Labridae,Cirrhilabrus,temminckii
12624,A000068_R.avi.19447.png,1225,235,1383,340,Labridae,Cirrhilabrus,temminckii
12625,A000068_L.avi.19970.png,1476,610,1564,712,Labridae,Cirrhilabrus,temminckii
12626,A000068_R.avi.19497.png,1284,534,1408,640,Labridae,Cirrhilabrus,temminckii
12627,A000068_L.avi.19970.png,1139,127,1271,215,Labridae,Cirrhilabrus,temminckii
12628,A000068_R.avi.19497.png,671,51,822,152,Labridae,Cirrhilabrus,temminckii
12629,A000068_L.avi.20192.png,788,354,934,451,Labridae,Cirrhilabrus,randalli
12630,A000068_R.avi.19719.png,672,290,827,393,Labridae,Cirrhilabrus,randalli
12631,A000068_L.avi.20192.png,1052,292,1175,410,Labridae,Cirrhilabrus,randalli
12632,A000068_R.avi.19719.png,715,216,849,341,Labridae,Cirrhilabrus,randalli
12633,A000068_L.avi.20268.png,1241,366,1388,464,Labridae,Cirrhilabrus,temminckii
12634,A000068_R.avi.19795.png,1185,284,1315,371,Labridae,Cirrhilabrus,temminckii
12635,A000068_L.avi.20269.png,592,439,702,513,Labridae,Cirrhilabrus,temminckii
12636,A000068_R.avi.19796.png,845,382,950,451,Labridae,Cirrhilabrus,temminckii
12637,A000068_L.avi.20297.png,1600,357,1753,459,Labridae,Cirrhilabrus,temminckii
12638,A000068_R.avi.19824.png,828,278,966,370,Labridae,Cirrhilabrus,temminckii
12640,A000068_R.avi.20233.png,1040,331,1154,407,Labridae,Cirrhilabrus,temminckii
12641,A000068_L.avi.20715.png,494,328,625,416,Labridae,Cirrhilabrus,temminckii
12643,A000068_L.avi.20839.png,1689,502,1856,613,Labridae,Cirrhilabrus,temminckii
12644,A000068_R.avi.20366.png,281,424,493,565,Labridae,Cirrhilabrus,temminckii
12645,A000068_L.avi.20850.png,1459,583,1598,675,Labridae,Cirrhilabrus,temminckii
12646,A000068_R.avi.20377.png,659,514,806,611,Labridae,Cirrhilabrus,temminckii
12647,A000068_L.avi.21458.png,1721,320,1856,416,Labridae,Cirrhilabrus,temminckii
12648,A000068_R.avi.20985.png,1357,187,1473,312,Labridae,Cirrhilabrus,temminckii
12649,A000068_L.avi.21458.png,1228,586,1384,690,Labridae,Cirrhilabrus,temminckii
12650,A000068_R.avi.20985.png,350,522,463,623,Labridae,Cirrhilabrus,temminckii
12653,A000068_L.avi.37726.png,501,817,661,923,Mullidae,Parupeneus,multifasciatus
12654,A000068_R.avi.37253.png,773,726,929,830,Mullidae,Parupeneus,multifasciatus
12655,A000068_L.avi.37786.png,738,701,853,778,Nemipteridae,Scolopsis,xenochrous
12656,A000068_R.avi.37313.png,1005,619,1142,711,Nemipteridae,Scolopsis,xenochrous
12657,A000068_L.avi.37792.png,553,808,760,946,Mullidae,Parupeneus,multifasciatus
12658,A000068_R.avi.37319.png,408,733,571,842,Mullidae,Parupeneus,multifasciatus
12661,A000068_L.avi.37905.png,933,853,1095,962,Nemipteridae,Scolopsis,xenochrous
12662,A000068_R.avi.37432.png,1187,787,1366,907,Nemipteridae,Scolopsis,xenochrous
12666,A000068_R.avi.55515.png,489,830,637,929,Serranidae,Variola,albimarginata
12667,A000068_L.avi.64476.png,772,785,1096,1001,Lethrinidae,Lethrinus,rubrioperculatus
12668,A000068_R.avi.64003.png,1127,711,1485,950,Lethrinidae,Lethrinus,rubrioperculatus
12669,A000068_L.avi.64621.png,1099,707,1305,844,Lethrinidae,Lethrinus,rubrioperculatus
12671,A000068_L.avi.64627.png,1069,819,1289,965,Lethrinidae,Lethrinus,rubrioperculatus
12673,A000068_L.avi.64627.png,805,745,1052,910,Lethrinidae,Lethrinus,rubrioperculatus
12676,A000068_R.avi.64207.png,608,533,785,651,Lethrinidae,Lethrinus,rubrioperculatus
12678,A000068_R.avi.64207.png,413,616,631,762,Lethrinidae,Lethrinus,rubrioperculatus
12679,A000068_L.avi.64696.png,682,580,954,761,Lethrinidae,Lethrinus,rubrioperculatus
12680,A000068_R.avi.64223.png,743,516,986,678,Lethrinidae,Lethrinus,rubrioperculatus
12681,A000068_L.avi.64697.png,451,666,605,769,Lethrinidae,Lethrinus,rubrioperculatus
12682,A000068_R.avi.64224.png,741,582,905,691,Lethrinidae,Lethrinus,rubrioperculatus
12683,A000068_L.avi.64790.png,664,871,848,993,Siganidae,Siganus,argenteus
12684,A000068_R.avi.64317.png,962,788,1150,913,Siganidae,Siganus,argenteus
12686,A000068_R.avi.64377.png,866,735,1012,833,Siganidae,Siganus,argenteus
12687,A000068_L.avi.64924.png,974,840,1099,944,Siganidae,Siganus,argenteus
12689,A000068_L.avi.71748.png,174,882,262,951,Chaetodontidae,Chaetodon,kleinii
12690,A000068_R.avi.71275.png,608,774,693,843,Chaetodontidae,Chaetodon,kleinii
12693,A000068_L.avi.78980.png,736,343,1080,572,Carangidae,Caranx,melampygus
12694,A000068_R.avi.78507.png,1212,260,1558,490,Carangidae,Caranx,melampygus
12695,A000068_L.avi.81329.png,425,811,710,1001,Lethrinidae,Lethrinus,atkinsoni
12696,A000068_R.avi.80856.png,897,729,1169,910,Lethrinidae,Lethrinus,atkinsoni
12697,A000068_L.avi.81452.png,379,864,746,1109,Lethrinidae,Lethrinus,atkinsoni
12698,A000068_R.avi.80979.png,678,777,1017,1003,Lethrinidae,Lethrinus,atkinsoni
12699,A000068_L.avi.86144.png,294,658,912,1070,Lethrinidae,Lethrinus,olivaceus
12700,A000068_R.avi.85671.png,751,599,1290,958,Lethrinidae,Lethrinus,olivaceus
12701,A000068_L.avi.86227.png,401,629,713,837,Lethrinidae,Lethrinus,olivaceus
12702,A000068_R.avi.85754.png,1005,556,1316,763,Lethrinidae,Lethrinus,olivaceus
12703,A000068_L.avi.88925.png,758,816,889,904,Labridae,Oxycheilinus,digrammus
12704,A000068_R.avi.88452.png,1048,735,1206,841,Labridae,Oxycheilinus,digrammus
12705,A000068_L.avi.90528.png,555,203,790,362,Acanthuridae,Naso,reticulatus
12707,A000068_L.avi.8528.png,671,910,787,987,Labridae,Oxycheilinus,rhodochrous
12708,A000068_R.avi.8055.png,940,821,1063,904,Labridae,Oxycheilinus,rhodochrous
12709,A000068_L.avi.10438.png,1245,963,1528,1152,Chaetodontidae,Heniochus,acuminatus
12710,A000068_R.avi.9965.png,1491,945,1772,1132,Chaetodontidae,Heniochus,acuminatus
12711,A000068_L.avi.12789.png,935,869,1083,967,Scaridae,Chlorurus,capistratoides
12712,A000068_R.avi.12316.png,1427,809,1586,915,Scaridae,Chlorurus,capistratoides
12714,A000068_R.avi.15181.png,1041,800,1123,864,Labridae,Labroides,dimidiatus
12715,A000068_L.avi.19036.png,676,832,787,906,Labridae,Pseudojuloides,severnsi
12716,A000068_R.avi.18563.png,910,751,1015,821,Labridae,Pseudojuloides,severnsi
12717,A000068_L.avi.19667.png,849,161,954,232,Labridae,Cirrhilabrus,temminckii
12719,A000068_L.avi.19708.png,1377,501,1508,588,Labridae,Cirrhilabrus,randalli
12720,A000068_R.avi.19235.png,1067,415,1217,515,Labridae,Cirrhilabrus,randalli
12721,A000068_L.avi.19708.png,1000,517,1170,631,Labridae,Cirrhilabrus,randalli
12722,A000068_R.avi.19235.png,84,460,262,578,Labridae,Cirrhilabrus,randalli
12723,A000068_L.avi.19708.png,1691,470,1785,577,Labridae,Cirrhilabrus,randalli
12724,A000068_R.avi.19235.png,1704,359,1812,483,Labridae,Cirrhilabrus,randalli
12725,A000068_L.avi.19708.png,1072,601,1163,675,Labridae,Cirrhilabrus,randalli
12726,A000068_R.avi.19235.png,1408,522,1500,605,Labridae,Cirrhilabrus,randalli
12727,A000068_L.avi.19783.png,1524,628,1651,712,Labridae,Cirrhilabrus,temminckii
12728,A000068_R.avi.19310.png,1666,553,1802,643,Labridae,Cirrhilabrus,temminckii
12729,A000068_L.avi.19860.png,904,361,1003,427,Labridae,Cirrhilabrus,temminckii
12730,A000068_R.avi.19387.png,1050,277,1172,359,Labridae,Cirrhilabrus,temminckii
12731,A000068_L.avi.19920.png,1178,384,1311,473,Labridae,Cirrhilabrus,temminckii
12732,A000068_R.avi.19447.png,470,314,628,419,Labridae,Cirrhilabrus,temminckii
12733,A000068_L.avi.20297.png,1185,269,1323,363,Labridae,Cirrhilabrus,temminckii
12734,A000068_R.avi.19824.png,671,196,765,306,Labridae,Cirrhilabrus,temminckii
12735,A000068_L.avi.20297.png,1529,296,1666,387,Labridae,Cirrhilabrus,temminckii
12736,A000068_R.avi.19824.png,1457,170,1608,271,Labridae,Cirrhilabrus,temminckii
12737,A000068_L.avi.20850.png,659,300,805,397,Labridae,Cirrhilabrus,temminckii
12738,A000068_R.avi.20377.png,229,269,372,364,Labridae,Cirrhilabrus,temminckii
12739,A000068_L.avi.21458.png,1120,282,1239,374,Labridae,Cirrhilabrus,temminckii
12740,A000068_R.avi.20985.png,735,204,796,326,Labridae,Cirrhilabrus,temminckii
12741,A000068_L.avi.37740.png,481,841,748,1019,Mullidae,Parupeneus,multifasciatus
12742,A000068_R.avi.37267.png,433,772,603,885,Mullidae,Parupeneus,multifasciatus
12743,A000068_L.avi.37796.png,354,886,524,999,Nemipteridae,Scolopsis,xenochrous
12744,A000068_R.avi.37323.png,370,776,544,892,Nemipteridae,Scolopsis,xenochrous
12745,A000068_L.avi.41009.png,338,657,565,808,Lethrinidae,Lethrinus,amboinensis
12746,A000068_R.avi.40536.png,979,583,1192,725,Lethrinidae,Lethrinus,amboinensis
12747,A000068_L.avi.60067.png,430,816,495,904,Labridae,Pseudocheilinus,evanidus
12748,A000068_R.avi.59594.png,764,731,839,806,Labridae,Pseudocheilinus,evanidus
12749,A000068_L.avi.64696.png,780,681,953,796,Lethrinidae,Lethrinus,rubrioperculatus
12750,A000068_R.avi.64223.png,1077,603,1273,734,Lethrinidae,Lethrinus,rubrioperculatus
12751,A000068_L.avi.64723.png,680,702,831,803,Siganidae,Siganus,argenteus
12752,A000068_R.avi.64250.png,939,620,1109,733,Siganidae,Siganus,argenteus
